,summary,Mitigation,Impacts,Hazard,Causes,word
mild+e fünft+e,2.4488125740135933,0.005049309677235756,0.05723521105213688,0.014387855280736106,-0.044477429973529756,mild+e fünft+e
fünft+e jahr+es+zeit,2.4450495927591422,0.006587147020348459,0.05877304839524939,0.010633743568663988,-0.03734301599732385,fünft+e jahr+es+zeit
Oberhausen,2.4443292355134005,0.006881809093488899,0.05906771046838985,0.004044394083752778,-0.02369197849132406,Oberhausen
jahr+es+zeit oberhausen,2.4443292355134005,0.006881809093488899,0.05906771046838985,0.004044394083752778,-0.02369197849132406,jahr+es+zeit oberhausen
oberhausen karneval,2.4577332834477774,0.0014130574041639873,0.05359895877906502,-0.0023349444844316136,-0.007625896310523185,oberhausen karneval
karneval jahr,2.4450495927591422,0.006587147020348459,0.05877304839524939,0.010633743568663988,-0.03734301599732385,karneval jahr
jahr frostig,2.497838614794706,-0.014773250771060478,0.037412650603840636,-0.0070960079560584335,0.01048765515680608,jahr frostig
konstanten,2.5344425824259176,-0.029321171196172422,0.022864730178728743,-0.008429973557553695,0.02059025055324312,konstanten
bei konstant+en,2.5344425824259176,-0.029321171196172422,0.022864730178728743,-0.008429973557553695,0.02059025055324312,bei konstant+en
konstant+en grad,2.5921376585833253,-0.05183033302258672,0.00035556835231430594,-0.0087476923601087,0.032434382312568566,konstant+en grad
Eiskünstler,2.6586567476041507,-0.07716846006494947,-0.024982558690048434,-0.007946500313220778,0.043089055071645274,Eiskünstler
grad eis+künstler,2.6586567476041507,-0.07716846006494947,-0.024982558690048434,-0.007946500313220778,0.043089055071645274,grad eis+künstler
Hunderten,2.8220772986572684,-0.13682069142174655,-0.08463479004684545,-0.004105140499656266,0.06289120609914249,Hunderten
eis+künstler hundert+en,2.8220772986572684,-0.13682069142174655,-0.08463479004684545,-0.004105140499656266,0.06289120609914249,eis+künstler hundert+en
hundert+en tonne+n,3.0199361746464253,-0.2045831438618574,-0.15239724248695632,0.001480795124124354,0.0807699283063895,hundert+en tonne+n
tonne+n eis,2.6586567476041507,-0.07716846006494947,-0.024982558690048434,-0.007946500313220778,0.043089055071645274,tonne+n eis
schnee frostig+e,3.3390041648528213,-0.3050200552175637,-0.2528341538426626,0.009182074265136612,0.10438123822646171,schnee frostig+e
Karnevalsskulpturen,2.9799678152316798,-0.1912599471226121,-0.1390740457477112,-0.0027284300312664716,0.08322246317937496,Karnevalsskulpturen
frostig+e karneval+s+skulptur+en,2.9799678152316798,-0.1912599471226121,-0.1390740457477112,-0.0027284300312664716,0.08322246317937496,frostig+e karneval+s+skulptur+en
karneval+s+skulptur+en ge…,2.6668313924166984,-0.08023847018161506,-0.02805256880671384,-0.016316279917620392,0.060375557910308957,karneval+s+skulptur+en ge…
+1200,2.6223079149830886,-0.06340226052553481,-0.01121635915063371,-0.01864712840157097,0.0568552546110599,+1200
ge… +1200,2.6223079149830886,-0.06340226052553481,-0.01121635915063371,-0.01864712840157097,0.0568552546110599,ge… +1200
+1200 chars,2.5773397572854653,-0.04610521207645043,0.006080689298450663,-0.021144602419061766,0.05326758648856926,+1200 chars
Preisschock,1.8626424846689391,0.2786563828974187,1.0487162883916876,-0.25620551329224667,-0.042780600149049886,Preisschock
preis+schock italien,1.8626424846689391,0.2786563828974187,1.0487162883916876,-0.25620551329224667,-0.042780600149049886,preis+schock italien
Können,3.29416824488008,-0.2915011535352981,0.4785587519589709,-0.045754675559429504,0.03474194795412913,Können
italien könn+en,1.8626424846689391,0.2786563828974187,1.0487162883916876,-0.25620551329224667,-0.042780600149049886,italien könn+en
könn+en bald,1.8626424846689391,0.2786563828974187,1.0487162883916876,-0.25620551329224667,-0.042780600149049886,könn+en bald
Reiche,1.9923596205072085,0.2113328778270184,1.3183437123583521,-0.323529018362647,-0.11010410521945016,Reiche
bald reich+e,1.8626424846689391,0.2786563828974187,1.0487162883916876,-0.25620551329224667,-0.042780600149049886,bald reich+e
reich+e ski,1.8626424846689391,0.2786563828974187,1.0487162883916876,-0.25620551329224667,-0.042780600149049886,reich+e ski
Italiens,7.623922926029588,-1.1306385038347342,-0.360578598340465,0.08756054105796232,0.08420298293101418,Italiens
italien+s alpen,1.8626424846689391,0.2786563828974187,1.0487162883916876,-0.25620551329224667,-0.042780600149049886,italien+s alpen
schießen,2.369026268458552,0.038173539546937384,0.8082334450412064,-0.016704127095471137,-0.2832634434995312,schießen
alpen schieß+en,1.8626424846689391,0.2786563828974187,1.0487162883916876,-0.25620551329224667,-0.042780600149049886,alpen schieß+en
schieß+en preis+e,1.8626424846689391,0.2786563828974187,1.0487162883916876,-0.25620551329224667,-0.042780600149049886,schieß+en preis+e
preis+e höhe,1.8626424846689391,0.2786563828974187,1.0487162883916876,-0.25620551329224667,-0.042780600149049886,preis+e höhe
für viele,2.885836956877295,-0.15916241117874094,1.575442622389972,-0.3746566265154762,-0.16323966550726204,für viele
viele winter+urlaub,1.8626424846689391,0.2786563828974187,1.0487162883916876,-0.25620551329224667,-0.042780600149049886,viele winter+urlaub
winter+urlaub luxus,1.8626424846689391,0.2786563828974187,1.0487162883916876,-0.25620551329224667,-0.042780600149049886,winter+urlaub luxus
Verbraucherschützer,1.8626424846689391,0.2786563828974187,1.0487162883916876,-0.25620551329224667,-0.042780600149049886,Verbraucherschützer
kritisieren,3.152673142777693,0.7923114095238615,1.6083244947331725,-0.7824600528318609,-0.14579322938834918,kritisieren
verbraucherschützer kritisier+en,1.8626424846689391,0.2786563828974187,1.0487162883916876,-0.25620551329224667,-0.042780600149049886,verbraucherschützer kritisier+en
Anhebungen,1.8626424846689391,0.2786563828974187,1.0487162883916876,-0.25620551329224667,-0.042780600149049886,Anhebungen
kritisier+en anhebung+en,1.8626424846689391,0.2786563828974187,1.0487162883916876,-0.25620551329224667,-0.042780600149049886,kritisier+en anhebung+en
skifahr+en droh+t,1.8626424846689391,0.2786563828974187,1.0487162883916876,-0.25620551329224667,-0.042780600149049886,skifahr+en droh+t
droh+t immer,1.8626424846689391,0.2786563828974187,1.0487162883916876,-0.25620551329224667,-0.042780600149049886,droh+t immer
mehr luxus,2.420303230041192,0.01675971908964139,1.7883711866304006,-0.518102177100024,-0.3046772639568271,mehr luxus
luxus reiche,1.8626424846689391,0.2786563828974187,1.0487162883916876,-0.25620551329224667,-0.042780600149049886,luxus reiche
denn preis+e,1.8626424846689391,0.2786563828974187,1.0487162883916876,-0.25620551329224667,-0.042780600149049886,denn preis+e
Skiurlaub,8.829259644163294,-1.2774186125139646,1.2578166720812798,-0.16688932731232928,-0.0118650464202716,Skiurlaub
preis+e ski+urlaub,1.8626424846689391,0.2786563828974187,1.0487162883916876,-0.25620551329224667,-0.042780600149049886,preis+e ski+urlaub
ski+urlaub alpen,1.8626424846689391,0.2786563828974187,1.0487162883916876,-0.25620551329224667,-0.042780600149049886,ski+urlaub alpen
alpen steig+en,1.8626424846689391,0.2786563828974187,1.0487162883916876,-0.25620551329224667,-0.042780600149049886,alpen steig+en
stetig,1.8626424846689391,0.2786563828974187,1.0487162883916876,-0.25620551329224667,-0.042780600149049886,stetig
steig+en stetig,1.8626424846689391,0.2786563828974187,1.0487162883916876,-0.25620551329224667,-0.042780600149049886,steig+en stetig
stetig zumindest,1.8626424846689391,0.2786563828974187,1.0487162883916876,-0.25620551329224667,-0.042780600149049886,stetig zumindest
zumindest italien,1.8626424846689391,0.2786563828974187,1.0487162883916876,-0.25620551329224667,-0.042780600149049886,zumindest italien
komm+end+en winter+saison,1.8626424846689391,0.2786563828974187,1.0487162883916876,-0.25620551329224667,-0.042780600149049886,komm+end+en winter+saison
winter+saison müss+en,1.8626424846689391,0.2786563828974187,1.0487162883916876,-0.25620551329224667,-0.042780600149049886,winter+saison müss+en
müss+en ski+fahrer,1.8626424846689391,0.2786563828974187,1.0487162883916876,-0.25620551329224667,-0.042780600149049886,müss+en ski+fahrer
in…,7.005153277377329,-1.0459935076098348,-0.2759336021155656,0.07607000558639537,0.08710667914672714,in…
ski+fahrer in…,1.8626424846689391,0.2786563828974187,1.0487162883916876,-0.25620551329224667,-0.042780600149049886,ski+fahrer in…
+4838,1.8626424846689391,0.2786563828974187,1.0487162883916876,-0.25620551329224667,-0.042780600149049886,+4838
in… +4838,1.8626424846689391,0.2786563828974187,1.0487162883916876,-0.25620551329224667,-0.042780600149049886,in… +4838
+4838 chars,1.8626424846689391,0.2786563828974187,1.0487162883916876,-0.25620551329224667,-0.042780600149049886,+4838 chars
Feuchtsalz,4.590823348066709,1.624252871878897,-0.5712209321963427,-0.4437155654785895,-0.5623485374123911,Feuchtsalz
verkehr feuchtsalz,2.9902425782750868,1.2295388114715144,-0.14251605951618157,-0.3435909525904855,-0.13364366473222974,verkehr feuchtsalz
Frühschicht,3.4491655746276866,1.215649406936398,-0.28529388490962393,-0.32492506944911415,-0.11963425997747101,Frühschicht
feuchtsalz frühschicht,3.1959332058333825,1.2919026179150348,-0.20904067393098716,-0.36745823591907345,-0.15860046119890686,feuchtsalz frühschicht
frühschicht wie,3.5135983061195937,1.3847239026972789,-0.30380221634689397,-0.4088689897615132,-0.20152181010742048,frühschicht wie
wie winter+dienst,4.510727745958036,1.6458195214201752,-0.5536200487837081,-0.5735154988916901,-0.3688852738504365,wie winter+dienst
rüst+et schnee,4.902490335010908,0.9367868928540874,-0.6369048531920516,-0.19741774456720443,-0.011895278184576067,rüst+et schnee
Mitarbeitende,3.9357560986539384,1.0902805378285432,-0.41726455601113016,-0.26358101232203923,-0.06544351953736229,Mitarbeitende
1.000 mit+arbeit+end+e,3.9357560986539384,1.0902805378285432,-0.41726455601113016,-0.26358101232203923,-0.06544351953736229,1.000 mit+arbeit+end+e
390,3.6658653938157335,1.1023818334374194,-0.34622597683653017,-0.27347486442934515,-0.07216877672200399,390
mit+arbeit+end+e 390,3.6658653938157335,1.1023818334374194,-0.34622597683653017,-0.27347486442934515,-0.07216877672200399,mit+arbeit+end+e 390
Streu-,3.9778267599874795,1.3310343907080133,-0.42789717550449874,-0.3692889956567516,-0.16745317369918564,Streu-
390 streu+-,3.6198183351032025,1.1037581771147906,-0.33358538645183533,-0.2749772066040884,-0.0731413846465223,390 streu+-
streu+- räum+fahrzeug+e,3.5102556764420694,1.1060920007035597,-0.30285042266263823,-0.2782838388804475,-0.07520490855895043,streu+- räum+fahrzeug+e
räum+fahrzeug+e steh+en,3.39769259944876,1.1069540326624114,-0.27025809956244484,-0.2812316095778228,-0.07690579618440624,räum+fahrzeug+e steh+en
Bundes-,4.077922508002137,1.5373058437367724,-0.45274921506660304,-0.49494043406580185,-0.2895652530710565,Bundes-
steh+en bund+es+-,3.3002539621533966,1.1062636308079445,-0.2411609692861508,-0.2833521882853498,-0.07797700729060428,steh+en bund+es+-
Landes-,3.5312866941942116,1.2801823302207807,-0.3088238526814088,-0.35310453258821356,-0.14766071645645687,Landes-
bund+es+- land+es+-,3.281685879632635,1.0956983444647577,-0.23551882358904644,-0.27979950349585103,-0.07435568736409456,bund+es+- land+es+-
Kreisstraßen,5.585095716628316,1.4356593446344874,-0.7672631160816986,-0.3579108586943703,-0.2977241382104364,Kreisstraßen
land+es+- kreis+straße+n,3.2744811568524854,1.077888802002665,-0.23332097669458066,-0.27333381078138425,-0.06803040379074998,land+es+- kreis+straße+n
kreis+straße+n hessen,2.6770917402387417,0.9607713340301046,-0.03189257929164243,-0.25073258235459633,-0.040364721866734496,kreis+straße+n hessen
hessen bereit,2.6996682288993776,0.9409994575190821,-0.040290432821271774,-0.24374033282119317,-0.03373565940377047,hessen bereit
Hesse…,2.773503019517708,0.7132296742007393,-0.06727269476208397,-0.15176332929542746,-0.020486749802622616,Hesse…
kreis+straße+n hesse…,2.395965514151711,0.8595545363585954,0.07905216739577221,-0.23089018960758828,-0.01870045534748703,kreis+straße+n hesse…
+5921,2.3824444032217347,0.8600672266534756,0.08471143365831987,-0.23158623990455524,-0.019291747084074506,+5921
hesse… +5921,2.3824444032217347,0.8600672266534756,0.08471143365831987,-0.23158623990455524,-0.019291747084074506,hesse… +5921
+5921 chars,2.372898671669622,0.8603036075493007,0.08872617843001031,-0.23204547845441892,-0.01967908777101153,+5921 chars
wetter 13.000,2.739298429994105,1.29068380526848,-0.05486338571337441,-0.3812511387343512,-0.168796679393144,wetter 13.000
BSR,19.00131808422531,1.3151235887831079,-1.9916698951607659,-0.08181981596740463,-0.6722979144236019,BSR
salz bsr,2.9337236319548374,1.3998678194240435,-0.12343402585962722,-0.43419685791034424,-0.2219934268742527,salz bsr
bsr rüst+et,4.039712251397758,1.608474504746529,-0.4433350100814469,-0.5509434210716132,-0.34352075193318815,bsr rüst+et
rüst+et winter+dienst,5.782888648821423,1.92569274905158,-0.8020648696213624,-0.8826466814329837,-0.6760439496112848,rüst+et winter+dienst
winter+dienst der,3.948041718816255,1.756776130803583,-0.4203812341380031,-0.6943479343864043,-0.48280783967651675,winter+dienst der
Lager,12.008659835714443,2.0301404481092087,-1.5327895880444489,-0.9492353234184933,-0.9640511576634456,Lager
der lager,6.043995310449407,1.5366471131797994,-0.8462268140549202,-0.4657568189110301,-0.27748838367391687,der lager
lager berliner,4.632334198822696,1.4188342950553747,-0.5802224332194544,-0.4069413023492006,-0.20960347149054412,lager berliner
Stadtreinigung,30.703344175351397,0.8974268158740065,-2.4715331250003754,0.028774525689888537,-0.3658622667133224,Stadtreinigung
berliner stadt+reinigung,7.308736803934652,1.301021469587626,-1.0362320005366212,-0.24472343962993615,-0.2757062258938698,berliner stadt+reinigung
stadt+reinigung streu+gut,4.688015907010998,1.2196366912824557,-0.592170990949247,-0.3037095355440712,-0.11128922977224805,stadt+reinigung streu+gut
gefüllt,11.470547683111008,1.8571680294419306,-1.4869442247293008,-0.7388225390420236,-0.5683229356486801,gefüllt
streu+gut ge+füll+t,4.784579416282332,1.164832151001294,-0.6125596703046255,-0.27905280656248377,-0.0886435677992031,streu+gut ge+füll+t
ge+füll+t rund,4.929349535468032,1.1045193790385233,-0.6423685848289528,-0.25349039289801845,-0.0656095853615979,ge+füll+t rund
2.300,3.973308604328695,0.9964090325818231,-0.4267606947534952,-0.23011507566619155,-0.03374567881523482,2.300
rund 2.300,3.973308604328695,0.9964090325818231,-0.4267606947534952,-0.23011507566619155,-0.03374567881523482,rund 2.300
2.300 beschäftig+t+e,4.089958887901083,0.9516543319487817,-0.4556964636928108,-0.21383668140377637,-0.019384922932362856,2.300 beschäftig+t+e
beschäftig+t+e steh+en,5.829267729327513,0.8701882263647773,-0.8100529341311845,-0.16823026955084708,0.007531892509710644,beschäftig+t+e steh+en
bereit schnee,11.55372096150418,0.5503244054079895,-1.4941690918007757,-0.06673077157035359,0.07035602534323653,bereit schnee
eis haupt+stadt,5.0144310276801995,0.9284111808383944,-0.6594815064223871,-0.19353156958431342,-0.00925807824522177,eis haupt+stadt
haupt+stadt komm+en,3.838619352880543,0.9974943950507039,-0.3922743039742216,-0.2329681932680644,-0.035058911905097224,haupt+stadt komm+en
doch bsr,3.4195094303713547,1.051738533893079,-0.2766586449204727,-0.26034819336020804,-0.05697483492478562,doch bsr
bsr zuständig,3.3897950375326356,1.0545616973937182,-0.26793100420624427,-0.26205237604893095,-0.05831108399165389,bsr zuständig
+1125,2.6811121068055326,0.7214088923127778,-0.03339321922099883,-0.1848560643366218,0.023813835779316207,+1125
haupt+stadt +1125,2.6811121068055326,0.7214088923127778,-0.03339321922099883,-0.1848560643366218,0.023813835779316207,haupt+stadt +1125
+1125 chars,2.639702365882963,0.7335508178169807,-0.017827716153270563,-0.18912259332741635,0.0200756013205966,+1125 chars
gebunkert,5.369913152416361,1.8617543038404245,-0.7279732812021567,-0.7951512588858507,-0.5889689478544745,gebunkert
salz ge+bunker+t,2.793069265383477,1.3427420269246104,-0.0743026318381268,-0.40658101967625687,-0.19403682135738456,salz ge+bunker+t
ge+bunker+t bsr,2.9091415041130593,1.4082822778481434,-0.11501956743552717,-0.44003857074317915,-0.22760535034105997,ge+bunker+t bsr
Berlins,32.652293558349214,0.5985185554610215,-2.5330766456118785,0.04154526879963034,-0.14847710624571056,Berlins
winter+dienst berlin+s,3.0708738107878437,1.4486938885917564,-0.16912369556764753,-0.45981136400811673,-0.24795752592853965,winter+dienst berlin+s
berlin+s straße+n,22.36367811479382,-0.6426850571055426,-2.1545996756004713,0.1045957989093697,0.10721718838102123,berlin+s straße+n
straße+n der,9.520041290998632,1.4719911077934615,-1.300560731630187,-0.20908068069602548,-0.6737117383503302,straße+n der
2300,4.601802910738511,1.3601814867726323,-0.5736097093713751,-0.37399269515949835,-0.1777475943934822,2300
rund 2300,2.982120189145433,0.9724184151203332,-0.13979606595461794,-0.24486283936923708,-0.03751565971514433,rund 2300
2300 beschäftig+t+e,3.0321717767262073,0.9427043381269109,-0.15644066631493753,-0.2340664175959025,-0.02755563437210516,2300 beschäftig+t+e
Tausenden,2.537850898488753,0.9171855325708824,0.021520834527332822,-0.24218647686332131,-0.030848766365907655,Tausenden
mit tausend+en,2.537850898488753,0.9171855325708824,0.021520834527332822,-0.24218647686332131,-0.030848766365907655,mit tausend+en
tausend+en tonne+n,2.5091030550497386,0.9178169819595827,0.03291311375974291,-0.24345933426940067,-0.031872860981883945,tausend+en tonne+n
tonne+n streu+gut,3.0217625793455376,1.409938561270364,-0.15300184222921956,-0.4373502720216481,-0.22561300274149884,tonne+n streu+gut
streu+gut berliner,2.4500032923882284,0.9168002915622457,0.05674908606579051,-0.2454416719628405,-0.03338384314543227,streu+gut berliner
stadt+reinigung bsr,3.7585181677756596,1.022675596689042,-0.37118632095385035,-0.11921180361723495,-0.28951845685729133,stadt+reinigung bsr
bsr winter,2.3799891220725753,0.9110392858398163,0.08574253733825632,-0.24653585049987364,-0.033991652181001475,bsr winter
Fahrbahnen,8.305102719502498,0.06995071737469784,-1.1640316569281526,-0.23995700204529544,0.44259936766280905,Fahrbahnen
winter fahr+bahn+en,2.3642885227637676,0.9089958839457424,0.09236131381048633,-0.24657548833017426,-0.033933135663096116,winter fahr+bahn+en
fahr+bahn+en haupt+stadt,2.344708731623721,0.9060341879644533,0.10067726853250127,-0.2465129229545233,-0.03375379287340136,fahr+bahn+en haupt+stadt
glatten,42.62071753858639,-0.8800197126303039,-2.7995020077999913,0.16412767398993772,0.021368546406885073,glatten
haupt+stadt glatt+en,2.3269285603597996,0.90293359223138,0.10828927092265513,-0.24634561989280915,-0.03348585510844782,haupt+stadt glatt+en
glatt+en straße+n,34.56047085810207,-0.9325230974763473,-2.58987211375597,0.19771799182758584,-0.05786399868243224,glatt+en straße+n
straße+n befrei+en,2.30964082076774,0.8995308136578968,0.11574643085452899,-0.24607967274008427,-0.033126987005952645,straße+n befrei+en
Streugutlagern,2.2928863070314396,0.8958563213570698,0.12302703443605996,-0.24572275877110336,-0.032684637314335414,Streugutlagern
befinden,3.300225673358005,0.522466856596589,-0.24115239754683676,-0.12647613810816508,0.07321656257061837,befinden
streu+gut+lager+n befind+en,2.279289372784959,0.8925939928154888,0.1289747386720627,-0.24536012853612224,-0.03225600059020346,streu+gut+lager+n befind+en
Vorräte,3.8432886483457134,1.8209861644828282,-0.39348996446884366,-0.772653021445289,-0.5594939472947177,Vorräte
befind+en vorrat+e,2.2674743659711503,0.889550164566241,0.1341718564843347,-0.24499120049211073,-0.0318321263415393,befind+en vorrat+e
vorrat+e etwa,2.257946876151156,0.8869511892261492,0.13838251595086096,-0.24465687360321112,-0.03145511632755055,vorrat+e etwa
+1295,2.2518758792189493,0.8852267502210742,0.14107486149469667,-0.24442655810748093,-0.03119835662569539,+1295
etwa +1295,2.2518758792189493,0.8852267502210742,0.14107486149469667,-0.24442655810748093,-0.03119835662569539,etwa +1295
+1295 chars,2.2474603691489277,0.8839387385723528,0.14303760054943135,-0.24425055447187682,-0.03100348729687179,+1295 chars
spektakulärer,2.792383179840324,-0.12624286446789693,-0.07405696309299592,-0.05503751715976635,0.14823954583409008,spektakulärer
schnee+chaos spektakulär+er,2.792383179840324,-0.12624286446789693,-0.07405696309299592,-0.05503751715976635,0.14823954583409008,schnee+chaos spektakulär+er
Fallrückzieher,2.546902992938035,-0.03422555540037138,0.017960345974529484,-0.07126136113282136,0.1356075820529199,Fallrückzieher
spektakulär+er fall+rückzieher,2.546902992938035,-0.03422555540037138,0.017960345974529484,-0.07126136113282136,0.1356075820529199,spektakulär+er fall+rückzieher
Historisches,2.5026881082425714,-0.016712844432603895,0.03547305694229711,-0.07451194872396581,0.13298099828772086,Historisches
fall+rückzieher historisch+es,2.5026881082425714,-0.016712844432603895,0.03547305694229711,-0.07451194872396581,0.13298099828772086,fall+rückzieher historisch+es
Finale,6.617695704347712,-0.9890946753618989,0.9593209754155442,-0.0591698868634519,-0.0396491080837911,Finale
historisch+es finale,2.6817520455577344,-0.08581777618629262,-0.03363187481139165,-0.06199240611879758,0.1429233391585293,historisch+es finale
Kanada,4.400761346196369,-0.5811250061035889,-0.5289391047286878,-0.0698578041416056,0.3072503753163247,Kanada
finale kanada,4.104792819268155,-0.5115027182155444,-0.4593168168406434,-0.00023551625356127353,0.18436312743787595,finale kanada
kanada ein,3.3868336946909126,-0.3192429184860152,-0.2670570171111141,-0.025197234822079702,0.1692545236493337,kanada ein
schnee+sturm eisig+e,2.880445018839879,-0.15729224956276397,-0.10510634818786288,-0.049871146740397596,0.15208988587681418,schnee+sturm eisig+e
eisig+e temperatur+en,25.649682948308218,-0.979091999732273,-0.9192170368192598,0.07202838184383521,0.1569894249538764,eisig+e temperatur+en
dramatisches,2.439728316141777,0.008765865816384354,0.06095176719128525,-0.07933891747635313,0.12902338095297908,dramatisches
temperatur+en dramatisch+es,2.439728316141777,0.008765865816384354,0.06095176719128525,-0.07933891747635313,0.12902338095297908,temperatur+en dramatisch+es
dramatisch+es finale,2.6817520455577344,-0.08581777618629262,-0.03363187481139165,-0.06199240611879758,0.1429233391585293,dramatisch+es finale
kanada werd+e,2.2735170284753536,0.07932456884111216,0.13151047021601317,-0.09333800895707457,0.1171675084899768,kanada werd+e
Fußballgeschichte,2.5244115594414094,-0.025355436723608453,0.02683046465129251,-0.07290101457376276,0.13428659452211805,Fußballgeschichte
werd+e fuß+ball+geschichte,2.2526513143728613,0.08854466864224618,0.14073057001714728,-0.09523868601784703,0.11551536951737885,werd+e fuß+ball+geschichte
außergewöhnlichen,2.187468106557128,0.11790779379480557,0.17009369516970643,-0.10140639035774594,0.11008572489109249,außergewöhnlichen
fuß+ball+geschichte außergewöhnlich+en,2.187468106557128,0.11790779379480557,0.17009369516970643,-0.10140639035774594,0.11008572489109249,fuß+ball+geschichte außergewöhnlich+en
außergewöhnlich+en bedingung+en,2.1513891653220503,0.13453879618123357,0.18672469755613458,-0.10497881018187012,0.10689343499661137,außergewöhnlich+en bedingung+en
geschrieben,2.3987407176239195,0.02570865441842125,0.07789455579332218,-0.08261437917943441,0.1262993436935996,geschrieben
bedingung+en ge+schreib+en,2.1313695868616542,0.1438877814656001,0.1960736828405012,-0.10701267931229691,0.10506061984578309,bedingung+en ge+schreib+en
Atletico,2.1124340957603227,0.15281167058922543,0.20499757196412643,-0.10897153527980481,0.10328493093845988,Atletico
Ottawa,2.100698539943188,0.1583826255927666,0.21056852696766798,-0.11020312991676141,0.10216326076664596,Ottawa
atletico ottawa,2.100698539943188,0.1583826255927666,0.21056852696766798,-0.11020312991676141,0.10216326076664596,atletico ottawa
ottawa sonntag,2.0788928485549762,0.16881708542749874,0.22100298680239971,-0.11252815696225944,0.10003477571356756,ottawa sonntag
packenden,2.0621292836632734,0.17691347126141868,0.22909937263631977,-0.11434875033110763,0.09835810792288335,packenden
sonntag pack+end+en,2.0621292836632734,0.17691347126141868,0.22909937263631977,-0.11434875033110763,0.09835810792288335,sonntag pack+end+en
pack+end+en finale,2.053250407138001,0.18122845115086564,0.23341435252576664,-0.11532499613842623,0.09745544421883831,pack+end+en finale
Canadian,2.044199442280175,0.18564631099611192,0.23783221237101299,-0.11632883913120745,0.09652465444402476,Canadian
finale canadian,2.044199442280175,0.18564631099611192,0.23783221237101299,-0.11632883913120745,0.09652465444402476,finale canadian
Premier,2.037289473577819,0.18903231813553187,0.24121821951043312,-0.11710119445942126,0.09580670927329707,Premier
canadian premier,2.037289473577819,0.18903231813553187,0.24121821951043312,-0.11710119445942126,0.09580670927329707,canadian premier
League,2.5520830361147038,-0.03625734953715456,0.015928551837746573,-0.018135922878488087,0.04278832501548088,League
premier league,2.031483878520443,0.19188605241608514,0.2440719537909864,-0.11775414980362689,0.09519853593050451,premier league
Cavalry,2.0226563410864604,0.19624088520758864,0.24842678658248965,-0.11875413064519513,0.09426498017360815,Cavalry
league cavalry,2.0226563410864604,0.19624088520758864,0.24842678658248965,-0.11875413064519513,0.09426498017360815,league cavalry
2:1,2.013295709992049,0.20087951706458598,0.25306541843948704,-0.119824036645808,0.09326325973783553,2:1
cavalry 2:1,2.013295709992049,0.20087951706458598,0.25306541843948704,-0.119824036645808,0.09326325973783553,cavalry 2:1
Verlängerung,2.0080548408844527,0.20348604042457671,0.2556719417994777,-0.12042739812600223,0.09269703837318813,Verlängerung
2:1 verlängerung,2.0080548408844527,0.20348604042457671,0.2556719417994777,-0.12042739812600223,0.09269703837318813,2:1 verlängerung
durchgesetzt,2.2874834678232414,0.07320026211822553,0.1253861634931267,-0.0920848597995213,0.11825130922205508,durchgesetzt
verlängerung durch+ge+setz+t,2.00092738818329,0.20704178589984545,0.2592276872747465,-0.12125300825625802,0.09192071812653961,verlängerung durch+ge+setz+t
durch+ge+setz+t dabei,1.9923101125950158,0.21135772701930353,0.26354362839420464,-0.12225905459067643,0.09097234706150735,durch+ge+setz+t dabei
Stück,3.039176141470234,-0.2109339195154726,-0.1587480181405717,-0.041288850975038455,0.15829456928164082,Stück
dabei stück,1.9875731575772717,0.2137381773657207,0.26592407874062196,-0.12281578753117331,0.09044640581710091,dabei stück
stück fuß+ball+geschichte,1.9848387388837851,0.21511488209656948,0.2673007834714707,-0.12313836947555053,0.09014129888846262,stück fuß+ball+geschichte
fuß+ball+geschichte ge+schreib+en,1.9770790407565544,0.21903202953925494,0.27121793091415586,-0.12405863570872831,0.08926941049917494,fuß+ball+geschichte ge+schreib+en
Da…,2.1306325323170454,0.14423365391303036,0.19641955528793134,-0.05372463716089353,0.01123107107113321,Da…
+1775,1.9699180611912954,0.2226606044975913,0.27484650587249243,-0.12491431577468026,0.0884567559732067,+1775
da… +1775,1.9699180611912954,0.2226606044975913,0.27484650587249243,-0.12491431577468026,0.0884567559732067,da… +1775
+1775 chars,1.9676510585579605,0.22381207781266169,0.2759979791875626,-0.12518650023753483,0.08819786277706684,+1775 chars
lager streu+salz,7.807857750986315,2.2371947442031543,-1.1022921761238504,-1.689339973688417,-1.47591506054522,lager streu+salz
streu+salz ge+füll+t,6.571822336557401,2.192054643177413,-0.9299527119656242,-1.5170005095301908,-1.303575596386994,streu+salz ge+füll+t
ge+füll+t winter+dienst,6.014922700281383,2.1646779799648885,-0.8414050437320725,-1.4284528412966389,-1.2150279281534422,ge+füll+t winter+dienst
winter+dienst steh+t,7.357517813274878,2.10298110816493,-1.0428841677734055,-1.2230438153425975,-1.0136169927588496,winter+dienst steh+t
Startlöchern,10.954559591434935,1.2511772749303056,1.4604373032800733,-0.6897016484406177,-0.6367653767693293,Startlöchern
steh+t start+loch+ern,4.793963864210589,2.077575447294062,-0.6145191438187306,-1.2015669413832972,-0.9881420282401003,steh+t start+loch+ern
start+loch+ern hier,4.544191927528492,1.2346128150443823,1.2233625813231344,-0.5694222223216238,-0.4891087041030143,start+loch+ern hier
thema lager,3.3299894409812794,1.8580417638485345,-0.2501306786573793,-0.8371784762219459,-0.6237535630787491,thema lager
straßenmeisterei+en land+es,5.004314540666057,1.8079416387503275,-0.6574619940226738,-0.9082729634900388,-0.2903823152901901,straßenmeisterei+en land+es
